,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,2012.0,mercedez,benz,c300,,good,72000,6,white,automatic,sedan,clean,4wd,gas,11000.0
1,2006.0,chevrolet,corvette,v8,,good,118000,8,red,automatic,coupe,clean,rwd,gas,16000.0
2,1968.0,dodge,charger,,,,1000,,,manual,,clean,,gas,125000.0
3,2005.0,Subaru,Forester,,,excellent,220000,,,manual,,rebuilt,,gas,9300.0
4,2003.0,mercedes,benz,g500,,excellent,190212,8,silver,automatic,SUV,clean,4wd,gas,29500.0
5,2013.0,Nissan,Versa,SV,,good,77000,4,white,automatic,sedan,clean,fwd,gas,6950.0
6,2008.0,Bmw,528i,,,excellent,170500,,black,automatic,sedan,clean,fwd,gas,7500.0
7,2020.0,Mazda,cx-5,,,new,3000,4,red,automatic,hatchback,clean,,gas,26000.0
8,2013.0,chevrolet,silverado,,,excellent,290000,6,red,automatic,truck,clean,rwd,gas,15000.0
9,2014.0,Toyota,corolla,,,,78690,,,automatic,,salvage,,gas,7300.0
10,1995.0,chevrolet,Astro,,,excellent,163000,6,black,automatic,,clean,rwd,gas,4000.0
11,2019.0,ram,1500,crew,,like,8024,8,grey,automatic,truck,clean,4wd,gas,44990.0
12,2011.0,chevrolet,Equinox,,,good,183000,4,silver,automatic,SUV,clean,fwd,gas,7000.0
13,2004.0,Ford,f-150,,,excellent,151000,8,brown,automatic,truck,clean,4wd,gas,11500.0
14,2014.0,Kia,soul,+,,excellent,96000,4,,automatic,wagon,clean,fwd,gas,7900.0
15,2007.0,Nissan,Quest,,,,197000,,,automatic,,clean,,gas,4000.0
16,1993.0,Toyota,corolla,,,fair,1033,4,red,manual,wagon,clean,,gas,1600.0
17,2015.0,Honda,Civic,LX,19XFB2F82FE220463,good,65565,,blue,automatic,sedan,clean,fwd,gas,10000.0
18,2010.0,Honda,civic,si,,,190000,4,,manual,,clean,,gas,6200.0
19,2008.0,Nissan,Quest,3.5SE,,excellent,215000,6,silver,automatic,mini-van,clean,rwd,gas,3250.0
20,1989.0,Ford,Mustang,,,fair,42996,8,white,automatic,hatchback,clean,rwd,gas,5500.0
21,2013.0,Honda,odyssey,,,excellent,135936,6,silver,automatic,mini-van,clean,fwd,gas,11900.0
22,2012.0,mercedes,benz,e350,,excellent,132500,6,black,automatic,sedan,clean,rwd,gas,13500.0
23,2012.0,Honda,civic,,,good,102500,4,grey,automatic,coupe,clean,fwd,gas,7800.0
24,2000.0,Ford,lightning,svt,,excellent,78000,8,black,automatic,pickup,clean,rwd,gas,19500.0
25,2009.0,Honda,odyssey,ex,,good,100986,6,grey,automatic,mini-van,clean,fwd,gas,7500.0
26,2013.0,Gmc,Acadia,Denali,1GKKVTKD8DJ185351,excellent,154000,6,black,automatic,SUV,clean,4wd,gas,10900.0
27,1999.0,Toyota,Se,,,,189000,,,automatic,,clean,,gas,3600.0
28,2007.0,pontiac,grand,prix,,fair,138000,6,red,automatic,sedan,clean,,gas,1500.0
29,2003.0,Honda,civic,,,,128000,,,automatic,,clean,,gas,3300.0
30,2013.0,dodge,dart,,,good,168000,4,white,automatic,,clean,,gas,5200.0
31,1983.0,chevrolet,silverado,,,salvage,10000000,8,blue,automatic,truck,salvage,4wd,gas,5500.0
32,2000.0,chevrolet,silverado,1500,,good,250000,8,,automatic,truck,clean,rwd,gas,4950.0
33,2001.0,saturn,sl2,,,,93000,,,automatic,,clean,,gas,2700.0
34,2009.0,Toyota,corolla,s,,,165214,,,automatic,,clean,,gas,5900.0
35,2006.0,hyundai,sonata,gls,,,109400,,,automatic,,clean,,gas,4500.0
36,2008.0,nissan,rogue,s,,,122403,,,automatic,,clean,,gas,4900.0
37,2009.0,Ford,flex,limited,,,148232,,,automatic,,clean,,gas,6500.0
38,2007.0,chevrolet,malibu,,,,84000,,,automatic,,clean,,gas,1500.0
39,2007.0,Lexus,is,250,,good,107000,6,,automatic,,clean,,gas,8500.0
40,2003.0,Ford,focus,,,,205123,,,automatic,,clean,,gas,1500.0
41,2008.0,cadillac,escalade,platinum,,excellent,146100,8,black,automatic,sedan,clean,4wd,gas,15200.0
42,2005.0,chevrolet,colorado,,,good,184000,5,white,automatic,,clean,rwd,gas,5000.0
43,1991.0,chevrolet,3500,,,like,34767,8,blue,automatic,truck,clean,rwd,gas,15000.0
44,1987.0,Gmc,sierra,,,,74000,,,automatic,,rebuilt,,gas,8500.0
45,2006.0,Mercedes,cls500,,,excellent,78000,8,white,automatic,sedan,clean,rwd,gas,13500.0
46,2004.0,Hyundai,Santa,Fe,,,170000,,,automatic,,clean,,gas,2500.0
47,2015.0,Lexus,IS,250,,excellent,93240,4,white,automatic,sedan,clean,fwd,gas,18500.0
48,2008.0,saturn,vue,,,,141000,,,automatic,,clean,,gas,1.0
49,1995.0,chevrolet,silverado,,,excellent,203000,8,white,automatic,truck,clean,rwd,gas,5500.0
50,2003.0,Ford,ranger,,,,171000,,,automatic,,clean,,gas,4500.0
51,2006.0,Bmw,750LI,,,excellent,178000,8,,automatic,,clean,,gas,6500.0
52,2001.0,Ford,taurus,,,fair,175000,6,purple,automatic,sedan,clean,fwd,gas,1000.0
53,2007.0,dodge,ram,,,good,77620,8,custom,automatic,truck,clean,rwd,gas,14500.0
55,2005.0,Ford,ranger,,,good,208000,6,white,automatic,truck,clean,rwd,gas,5500.0
56,2006.0,Ford,f150,,,,175000,,,automatic,,clean,,gas,9500.0
57,2003.0,Toyota,Echo,,,,211000,4,,automatic,,clean,,gas,2800.0
58,2017.0,Toyota,Prius,,,excellent,54000,,white,automatic,hatchback,clean,,hybrid,14500.0
60,1990.0,Chevi,van,G10,,,10,,white,automatic,van,clean,,gas,1000.0
61,2003.0,Honda,Civic,,,good,235000,4,silver,automatic,sedan,clean,fwd,gas,2900.0
62,2009.0,saturn,vue,xr,,good,159000,6,,automatic,SUV,salvage,fwd,gas,5500.0
63,2000.0,Ford,f45,,,good,210000,,,manual,truck,clean,,diesel,7000.0
64,2006.0,Toyota,camry,,,excellent,98000,8,,automatic,,clean,,gas,5999.0
65,2001.0,chevrolet,Tahoe,,1GNEC13T21J153099,fair,200000,8,blue,automatic,SUV,clean,rwd,gas,2900.0
66,2007.0,chevrolet,tahoe,ltz,,excellent,125263,8,,automatic,SUV,clean,rwd,gas,10500.0
67,2008.0,Toyota,TACOMA,,,like,169850,6,black,automatic,pickup,clean,rwd,gas,14400.0
68,2010.0,Toyota,Prius,,,,163480,,,automatic,,clean,,hybrid,7200.0
69,2008.0,Toyota,TACOMA,,,like,169850,6,black,automatic,pickup,clean,rwd,gas,14400.0
70,2011.0,Toyota,tundra,,,excellent,84000,8,white,automatic,,clean,4wd,gas,23900.0
71,2008.0,Ford,mustang,,,good,83800,8,grey,automatic,convertible,clean,rwd,gas,10900.0
72,2012.0,nissan,altima,,,good,125506,,,automatic,,clean,,gas,5000.0
73,2016.0,chevrolet,silverado,,,,56000,8,black,automatic,truck,salvage,4wd,gas,28000.0
74,2015.0,chevrolet,silverado,,,excellent,99125,8,grey,automatic,truck,clean,4wd,gas,37995.0
75,2007.0,suzuki,grand,vitara,,good,182643,6,silver,automatic,SUV,clean,rwd,gas,3500.0
76,2010.0,Honda,accord,,,good,101938,6,grey,automatic,sedan,salvage,,gas,6000.0
77,2007.0,Lexus,rx,400h,,,174000,,,automatic,,clean,,hybrid,5500.0
78,2016.0,Ford,Transit,T-150,,salvage,8000,8,white,automatic,van,salvage,fwd,gas,18770.0
79,2003.0,Ford,mustang,,,fair,130000,6,yellow,automatic,,clean,,gas,1000.0
80,2020.0,Honda,civic,si,,like,5233,4,blue,manual,sedan,salvage,,gas,16500.0
81,2016.0,chevrolet,silverado,1500,,,56000,,,automatic,,clean,,gas,35000.0
82,2004.0,cadillac,cts,,,good,143000,6,grey,automatic,sedan,clean,rwd,gas,4200.0
83,2001.0,Cadillac,DTS,,1G6KF57901U250957,good,154300,8,custom,automatic,sedan,clean,rwd,gas,3800.0
84,1988.0,chevrolet,2500,sires,,like,10000,8,,automatic,,clean,,gas,4350.0
85,2004.0,Gmc,sierra,1500,,,160000,,,automatic,,clean,,gas,10500.0
86,2018.0,Jeep,wrangler,jk,,,21000,,,automatic,,clean,,gas,48000.0
88,2003.0,acura,mdx,,,excellent,210000,6,,automatic,,clean,,gas,4200.0
89,2007.0,Toyota,camry,le,,,150000,,,automatic,,clean,,gas,1.0
90,2005.0,Mercedes,Benz,c320,,,174000,,,automatic,,clean,,gas,1350.0
91,1997.0,Ford,f-150,,,good,130000,8,white,automatic,,clean,,gas,3100.0
92,2011.0,Mini,cooper,countryman,,,168000,,,automatic,,clean,,gas,5200.0
93,1976.0,Jeep,Wrangler,CJ5,,,38000,,,manual,,clean,,gas,10500.0
