,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,2015.0,Ram,2500,,,good,134000,6,silver,automatic,truck,clean,4wd,diesel,45000.0
1,2005.0,infiniti,g35,,,excellent,126000,6,,automatic,,salvage,rwd,gas,8000.0
2,2006.0,toyota,prius,hybrid,,,176000,,,automatic,,clean,,hybrid,4400.0
3,1985.0,toyota,land,cruiser,,good,204700,6,blue,manual,,clean,4wd,gas,9500.0
4,2007.0,ford,e350,,,,138000,,,automatic,,clean,,gas,7500.0
5,2015.0,BMW,328d,,,excellent,170000,4,,automatic,,clean,rwd,diesel,10500.0
6,2002.0,honda,civic,lx,,good,11467,4,white,automatic,sedan,clean,fwd,gas,2800.0
8,2000.0,honda,prelude,,,good,177,4,silver,automatic,coupe,clean,fwd,gas,3400.0
9,2012.0,nissan,altima,2.5,,excellent,117000,4,white,automatic,sedan,clean,fwd,gas,9000.0
10,2018.0,bmw,440i,,,like,63500,6,,automatic,sedan,clean,,gas,36999.0
11,1932.0,Ford,Vicky,,,good,34300,8,custom,automatic,sedan,clean,rwd,gas,35000.0
12,1950.0,Ford,Woody,,,good,24500,8,green,other,wagon,clean,rwd,gas,35000.0
13,2002.0,Chevrolet,Camaro,,,,74000,,,automatic,,clean,,other,15000.0
14,1965.0,Ford,Ranchero,,,good,153200,6,brown,automatic,pickup,clean,rwd,gas,12995.0
15,1939.0,Mercury,Convertible,,,good,28816,8,black,automatic,convertible,clean,rwd,gas,35000.0
16,2004.0,Ford,F-150,Heritage,,good,167590,6,brown,manual,pickup,clean,rwd,gas,9500.0
17,2015.0,freightliner,mt45,,,excellent,51000,6,black,automatic,truck,clean,rwd,diesel,105000.0
18,1957.0,gmc,1,ton,,like,101000,8,white,manual,,clean,,gas,35000.0
19,2007.0,Honda,CR-V,,JHLRE387X7C072508,good,157483,4,blue,automatic,SUV,clean,fwd,gas,5000.0
20,2001.0,Toyota,Tacoma,,,excellent,260,6,white,manual,truck,clean,4wd,gas,12500.0
21,1998.0,lexus,ls,400,,excellent,153000,8,silver,automatic,,clean,rwd,gas,4495.0
22,1997.0,honda,prelude,,,good,144000,4,green,manual,coupe,clean,fwd,gas,5000.0
23,2017.0,ford,f-150,raptor,,,72000,,,automatic,,clean,,gas,70000.0
24,2014.0,porsche,panamera,,,excellent,78000,6,white,automatic,hatchback,clean,4wd,gas,35000.0
25,2011.0,chevrolet,silverado,1500,,excellent,116759,6,white,automatic,truck,clean,,gas,12700.0
26,1967.0,VW,Beetle,,,excellent,40500,4,red,manual,coupe,clean,rwd,gas,7000.0
29,2000.0,CHRYSLER,LHS,,,excellent,134000,6,white,automatic,sedan,clean,fwd,gas,2490.0
30,2006.0,Toyota,Tacoma,,,excellent,159000,4,white,manual,pickup,salvage,rwd,gas,7500.0
31,1972.0,Chevy,4x4,,,excellent,63549,8,green,automatic,,clean,,gas,22500.0
33,2003.0,Nissan,murano,sl,,excellent,95000,6,,automatic,SUV,clean,4wd,gas,4950.0
34,1996.0,Honda,Odyssey,,,excellent,163000,4,white,automatic,mini-van,clean,fwd,gas,3650.0
35,2003.0,Toyota,Matrix,,,good,115000,4,blue,manual,hatchback,clean,fwd,gas,2850.0
36,2013.0,bmw,x3,xdrive28i,5UXWX9C58DODO4945,excellent,47200,4,black,automatic,SUV,clean,4wd,gas,17750.0
37,2001.0,Chrysler,Town,And,2C8GP54LX1R238018,good,183000,6,blue,automatic,mini-van,clean,fwd,gas,2650.0
38,2007.0,toyota,4runner,,,excellent,80711,,blue,manual,offroad,clean,4wd,gas,8000.0
39,1997.0,Mercedes,E420,,,,110000,,,automatic,,missing,,gas,6995.0
40,2014.0,Chevrolet,Cruze,,,,190000,,,automatic,,clean,,gas,3850.0
41,2012.0,Chevy,Malibu,lt,,,141000,,,automatic,,clean,,gas,4500.0
42,2009.0,cadillac,cts,,,excellent,82000,6,black,automatic,sedan,clean,rwd,gas,10900.0
43,2018.0,honda,civic,,,good,22897,4,white,manual,sedan,salvage,fwd,gas,16999.0
44,1965.0,ford,mustang,,,,10000,,,automatic,,clean,,gas,19500.0
45,2016.0,hyundai,sonata,limited,,like,46000,,black,automatic,,clean,,gas,9500.0
46,2002.0,toyota,avalon,,,excellent,255000,6,,automatic,sedan,clean,fwd,gas,2550.0
47,2004.0,Toyota,Sequoia,SR5,,good,169369,8,silver,automatic,SUV,clean,rwd,gas,7500.0
48,2001.0,Jeep,Cherokee,,,good,162400,6,,automatic,,clean,rwd,gas,4500.0
49,1996.0,Ford,Bronco,,,good,190000,8,green,automatic,,clean,4wd,gas,9850.0
50,2014.0,Acura,MDX,Advance,,like,40000,6,white,automatic,SUV,clean,4wd,gas,25900.0
51,2008.0,toyota,highlander,,JTEDS41AX82020780,like,138212,6,blue,automatic,SUV,clean,,gas,9200.0
52,2005.0,chevy,colorado,z71,,,97215,5,black,automatic,pickup,clean,rwd,gas,
53,2009.0,ford,escape,,,good,130000,,,automatic,,clean,,gas,7400.0
54,2015.0,Tesla,Model,S,5YJSA1E15FF118326,excellent,67440,,,automatic,sedan,clean,,electric,38950.0
55,1991.0,Chevrolet,Kodiak,C6500,1GBG6H1P7MJ101208,good,215000,8,white,manual,truck,clean,rwd,gas,4200.0
56,2018.0,Toyota,Tacoma,,3TMAZ5CN8JM073730,like,37500,,blue,automatic,,clean,rwd,gas,35500.0
57,2013.0,Toyota,Sienna,SE,,excellent,43000,6,,automatic,,clean,,gas,19900.0
58,1999.0,mercedes-benz,slk230,kompressor,,good,108731,4,silver,automatic,convertible,clean,rwd,gas,4500.0
59,2003.0,subaru,outback,,,good,120000,4,white,manual,SUV,clean,4wd,gas,2995.0
60,2016.0,mercedes,benz,c300,,excellent,52515,4,silver,automatic,sedan,clean,rwd,gas,26950.0
61,2013.0,hyundai,elantra,,,excellent,63700,,red,automatic,sedan,clean,,gas,10500.0
62,2006.0,Chevy,Trailblazer,,,,153590,,,automatic,,clean,,gas,3300.0
63,1994.0,TOYOTA,SUPRA,,,excellent,120000,6,blue,manual,coupe,clean,rwd,gas,215000.0
64,2012.0,toyota,prius,four,,excellent,70000,,grey,automatic,sedan,clean,,gas,14000.0
65,2007.0,mercedes,benz,e350,,excellent,201000,6,black,automatic,coupe,clean,fwd,gas,4200.0
66,1991.0,Toyota,itasca,,,excellent,123000,6,white,manual,,clean,rwd,gas,18000.0
67,2005.0,porsche,boxster,s,,good,111500,6,black,manual,convertible,clean,rwd,gas,13200.0
68,2015.0,BMW,328i,,,excellent,47000,4,white,automatic,sedan,clean,rwd,gas,19000.0
69,2006.0,toyota,tundra,SR5,5TBRT34166S479882,salvage,145850,8,white,automatic,truck,salvage,rwd,gas,11950.0
70,2019.0,Ford,F-450,,,like,7500,8,white,automatic,,clean,4wd,diesel,95000.0
71,2007.0,bmw,328i,,,excellent,128000,6,,automatic,,clean,rwd,gas,5500.0
72,2003.0,infiniti,g35,,,good,169000,6,silver,automatic,sedan,clean,rwd,gas,5600.0
73,2008.0,Mercedes-Benz,e550,,,excellent,136000,8,white,automatic,,clean,,gas,8950.0
