,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,2011.0,BMW,M3,,,,63300,8,white,automatic,,clean,,gas,30000.0
1,1999.0,Dodge,Avenger,,,,129000,,,automatic,,clean,,gas,2200.0
2,1984.0,toyota,pickup,,,,367337,,,manual,,clean,,gas,2000.0
3,1999.0,honda,civic,,1HGEJ8245XL096915,good,228000,4,red,manual,coupe,clean,rwd,gas,350.0
4,2001.0,honda,cr-v,,,good,286317,4,green,automatic,SUV,clean,4wd,gas,3000.0
5,2017.0,nissan,sentra,sv,,like,28000,,,automatic,,clean,,gas,12.0
6,2006.0,nissan,maxima,3.5,1N4BA41E26C853410,good,171000,6,black,automatic,sedan,clean,,gas,3000.0
7,2006.0,FORD,E,350,1FTSS34L26HA62096,excellent,202300,8,white,automatic,van,clean,rwd,gas,6800.0
8,2016.0,infiniti,qx50,awd,,like,59000,6,white,automatic,SUV,clean,4wd,gas,17900.0
10,2013.0,bmw,x5,35d,5UXZW0C51D0B92971,good,103500,6,black,automatic,SUV,clean,4wd,diesel,13500.0
11,2002.0,mercedes,benz,clk55,,excellent,228000,8,black,automatic,convertible,clean,rwd,gas,3800.0
13,2000.0,Toyota,Camry,,,good,265000,4,white,automatic,sedan,clean,fwd,gas,900.0
14,1969.0,cadillac,fleetwood,brougham,,good,150000,8,,automatic,,clean,,gas,7500.0
15,2015.0,honda,odyssey,,,good,90000,6,grey,automatic,mini-van,clean,fwd,gas,17500.0
16,2007.0,toyota,camry,,,good,126000,4,grey,automatic,,salvage,,gas,5000.0
17,2015.0,chevrolet,tahoe,lt,,good,116000,,blue,automatic,SUV,clean,4wd,gas,26000.0
18,2002.0,LEXUS,ES,300,,fair,205000,6,silver,automatic,sedan,clean,fwd,gas,3100.0
19,2012.0,bmw,535i,sport,,excellent,115000,6,white,automatic,sedan,clean,rwd,gas,9900.0
20,2006.0,Toyota,RAV4,,JHMBD31V766019563,like,153000,,,automatic,SUV,clean,4wd,gas,8500.0
21,2003.0,Honda,CRV,,,salvage,157000,4,silver,automatic,,salvage,fwd,gas,2650.0
22,2010.0,toyota,yaris,,JTDBT4K30A1362923,excellent,81985,,white,automatic,sedan,clean,,gas,8000.0
23,2017.0,Tacoma,TRD,Sport,,excellent,68500,6,black,automatic,truck,clean,4wd,gas,36500.0
24,2008.0,honda,civic,hybrid,,excellent,152000,4,blue,automatic,sedan,clean,fwd,gas,7500.0
25,2015.0,Toyota,Prius,V,,fair,279000,4,white,automatic,,clean,,hybrid,
26,2010.0,Nissan,Cube,,,excellent,107000,4,white,manual,SUV,clean,,gas,4900.0
27,2005.0,ford,e350,van,,good,390000,,white,automatic,van,clean,,gas,3600.0
28,2007.0,Lexus,ES,350,,good,175000,6,black,automatic,,clean,rwd,gas,5900.0
29,2004.0,Mercedes,Benz,S430,WDBNG70J54A386710,excellent,117300,8,black,automatic,sedan,clean,rwd,gas,5999.0
30,2007.0,GMC,SIERRA,3500,,fair,242000,8,white,automatic,truck,clean,rwd,gas,6000.0
31,1993.0,Nissan,240sx,,,fair,260777,4,white,manual,hatchback,clean,rwd,gas,5000.0
32,2004.0,honda,element,,,good,336000,4,green,automatic,SUV,clean,fwd,gas,3000.0
33,2013.0,lexus,es,300,,excellent,88274,4,brown,automatic,sedan,clean,fwd,hybrid,15500.0
34,2000.0,Mercury,Lincoln,,,,210000,,,automatic,,clean,,gas,1500.0
35,2008.0,dodge,avenger,,,fair,207000,6,,automatic,,clean,,gas,1200.0
36,2003.0,honda,odyssey,,,new,130221,4,red,automatic,van,clean,fwd,gas,2500.0
37,2007.0,Subaru,-,Outback,,salvage,167000,4,silver,automatic,hatchback,clean,4wd,gas,1500.0
38,1947.0,ford,coupe,,,good,100000,8,grey,automatic,coupe,clean,fwd,gas,1.0
39,2005.0,Chevy,Silverado,2500HD,,good,129585,8,silver,automatic,truck,clean,4wd,diesel,23900.0
40,2019.0,jeep,cherokee,,,,28100,,,automatic,,salvage,,gas,9400.0
41,2002.0,chrysler,300,,,good,59000,,silver,automatic,,clean,,gas,4500.0
42,2001.0,chevrolet,metro,,,good,97450,4,grey,automatic,,clean,rwd,gas,750.0
43,2005.0,chevy,corvette,,,excellent,102000,8,silver,automatic,,clean,rwd,gas,17600.0
44,2012.0,lexus,rx450h,AWD,JTJBC1BA6C2428611,like,122000,6,,automatic,SUV,clean,4wd,hybrid,17300.0
45,2006.0,toyota,corolla,le,,good,260000,4,white,automatic,,clean,fwd,gas,2700.0
46,1993.0,honda,civic,si,,,100000,,,manual,,clean,,gas,1234.0
48,2003.0,toyota,4runner,limited,,fair,218000,8,grey,automatic,SUV,clean,4wd,gas,8500.0
49,2000.0,ford,excursion,,,good,248000,8,,automatic,,clean,rwd,diesel,7000.0
50,1995.0,gmc,sierra,,,good,139000,8,green,automatic,pickup,clean,4wd,gas,10500.0
51,2012.0,nissan,xterra,,,excellent,91400,6,white,automatic,SUV,clean,,gas,10000.0
52,2014.0,toyota,prius,,,,79231,,,automatic,,clean,,gas,7000.0
53,2015.0,HYUNDAI,SONATA,SPORTS,,excellent,69500,6,grey,automatic,sedan,clean,fwd,gas,12999.0
54,2005.0,toyota,prius,,,,146000,,,automatic,,clean,,gas,3409.0
55,2011.0,honda,crv,ex-l,,good,111600,4,grey,automatic,SUV,salvage,4wd,gas,8000.0
56,2004.0,Ford,Bus,,,excellent,98000,10,,automatic,bus,clean,,gas,12500.0
57,1987.0,alfa,romeo,spider,,excellent,96000,4,,manual,convertible,clean,rwd,gas,1.0
58,2004.0,ford,expedition,,,good,201000,8,,automatic,,clean,rwd,gas,3400.0
60,2012.0,bmw,528i,,,like,84115,4,silver,manual,sedan,salvage,,gas,11800.0
61,2017.0,subaru,wrx,,JF1VA1E6XH9815552,like,11679,4,white,manual,sedan,clean,4wd,gas,25699.0
62,2005.0,honda,civic,,,,220000,,,automatic,,clean,,gas,1700.0
63,2004.0,ford,f150,supercrew,1FTPW12594KD42746,,103200,,white,automatic,,clean,,gas,8400.0
64,2020.0,Tesla,model,3,,,18000,,,automatic,,clean,,electric,40000.0
66,2013.0,toyota,prius,c,,good,130400,4,,automatic,hatchback,clean,fwd,gas,7900.0
67,2012.0,toyota,camry,,,excellent,9500,6,grey,automatic,sedan,clean,fwd,gas,9500.0
68,1975.0,ford,f-150,,,,6500,8,,automatic,truck,clean,rwd,gas,8500.0
70,1990.0,Honda,Accord,,,good,336700,4,blue,automatic,,clean,fwd,gas,2000.0
71,2008.0,toyota,corolla,,,,98000,4,,automatic,,clean,,gas,4950.0
72,2001.0,Buick,Century,Limited,,good,50846,6,,automatic,sedan,clean,fwd,gas,3000.0
73,2008.0,Audi,A4,Avant,,,143000,4,silver,automatic,wagon,clean,4wd,gas,3500.0
74,2004.0,ford,f-250,super,,,2180,,,automatic,,salvage,,gas,4800.0
75,2019.0,ford,transit,connect,NM0LS7F28K1398268,excellent,18000,,blue,automatic,van,clean,,gas,35000.0
76,1983.0,mazda,rx7,,,,1200,,,manual,,clean,,gas,15000.0
77,2015.0,jeep,grand,cherokee,,like,73000,6,white,automatic,SUV,clean,,gas,20000.0
78,2008.0,bmw,325I,,,good,160000,,,automatic,,clean,,gas,4900.0
79,1998.0,mercury,mountaineer,,,good,271000,8,blue,automatic,SUV,clean,4wd,gas,1950.0
80,1969.0,Ford,F-250,,,good,82000,8,,automatic,pickup,clean,,gas,8000.0
81,2013.0,toyota,camry,,4T4BF1FKXDR307617,,76000,,,automatic,,clean,,gas,10500.0
82,2000.0,bmw,328ci,,,good,116000,,,automatic,,clean,,gas,2500.0
83,1995.0,Toyota,4runner,,,good,210000,6,custom,manual,offroad,clean,4wd,gas,2500.0
