,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,2003.0,ford,ranger,,,,240000,6,grey,manual,,clean,,gas,3800.0
1,2010.0,Kia,Soul,,,good,123900,4,,automatic,,clean,fwd,gas,7700.0
2,2002.0,gmc,sonoma,sls,,excellent,139000,6,,automatic,,clean,4wd,gas,11500.0
3,1999.0,lexus,rx300,,JT6GF10U8X0007527,fair,187000,6,white,automatic,SUV,clean,,gas,3000.0
4,2003.0,chevrolet,tahoe,,,excellent,171000,8,black,automatic,SUV,clean,4wd,gas,8750.0
5,2016.0,Toyota,Tacoma,TRD,,excellent,26500,6,grey,automatic,truck,clean,rwd,gas,35000.0
6,2004.0,chevrolet,colorado,,,good,134000,5,blue,automatic,pickup,clean,4wd,gas,6500.0
7,1991.0,chevrolet,suburban,,1GNEV16K5MF109280,fair,174000,8,white,automatic,SUV,lien,4wd,gas,2950.0
8,2006.0,bmw,330xi,,,excellent,168000,6,black,automatic,,clean,,gas,5800.0
9,2006.0,chevrolet,trailblazer,lt,,good,217000,8,silver,automatic,SUV,clean,,gas,5300.0
10,1995.0,vw,winnebago/,Westfaila,,good,237000,5,,automatic,,clean,fwd,gas,22000.0
11,2019.0,dodge,charger,,,,90000,,,automatic,,clean,,gas,35000.0
12,2005.0,honda,civic,,,good,204926,4,white,automatic,,lien,fwd,gas,2000.0
13,2012.0,fiat,500,sport,,excellent,100850,4,red,manual,hatchback,clean,fwd,gas,5800.0
14,1991.0,Daihatsu,rocky,,,,160,,,manual,,clean,,gas,6800.0
15,2005.0,chevrolet,ssr,,,,125000,,,automatic,,clean,,gas,12500.0
16,2010.0,Infiniti,fx35,,,,105000,,,automatic,,salvage,,gas,11800.0
17,2006.0,mini,cooper,,,excellent,110000,,,automatic,,clean,,gas,5600.0
18,2010.0,lexus,is250,,,,170000,,,automatic,,salvage,,gas,6500.0
19,2004.0,audi,s4,quattro,,fair,143000,8,blue,automatic,sedan,clean,4wd,gas,3500.0
