,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,2000.0,Gmc,yukon,,,good,217000,8,brown,automatic,truck,clean,4wd,gas,1800.0
1,2019.0,Ford,f-150,raptor,,like,19200,6,grey,automatic,offroad,clean,4wd,gas,68500.0
2,1999.0,lincoln,town,car,,excellent,314000,8,custom,automatic,other,clean,fwd,gas,2300.0
3,1998.0,Mercedes,E300,Turbo,WDBJF25F2WA497694,good,185000,6,black,automatic,sedan,clean,rwd,diesel,5500.0
4,2007.0,Honda,cr-v,,,,137000,,,automatic,,clean,,gas,5700.0
5,1968.0,chevrolet,nova,,,,50000,,,other,,rebuilt,,gas,4000.0
6,2001.0,nissan,quest,,,excellent,78607,6,blue,automatic,mini-van,clean,rwd,gas,6900.0
7,2009.0,Subaru,forester,2.5x,,fair,138755,4,black,automatic,SUV,clean,4wd,gas,5500.0
8,2006.0,Honda,pilot,,,excellent,80,6,grey,automatic,SUV,clean,4wd,gas,6550.0
9,2003.0,mercedz,c240,,,excellent,130,6,white,automatic,sedan,clean,fwd,gas,3750.0
10,2005.0,Toyota,Highlander,,,good,282680,4,blue,automatic,SUV,clean,fwd,gas,2100.0
11,2011.0,Honda,civic,,,,103000,4,white,automatic,,salvage,,gas,3800.0
12,2002.0,Ford,windstar,,,fair,186422,,white,automatic,van,clean,,gas,2800.0
13,2013.0,hyundai,sonata,gls,,excellent,140331,4,brown,automatic,sedan,clean,fwd,gas,5700.0
14,2013.0,mercedes,benz,c250,WDDGF4HB9DA801428,excellent,100665,4,white,automatic,sedan,lien,fwd,gas,11500.0
15,2003.0,Gmc,sierra,1500hd,,good,165380,8,white,automatic,truck,clean,rwd,gas,9800.0
16,2007.0,Lexus,es,350,,excellent,137000,6,black,automatic,sedan,clean,fwd,gas,8500.0
17,2005.0,Ford,F-350,6.0,,,245000,,,manual,,clean,,diesel,12000.0
18,2005.0,Toyota,4Runner,Sport,,fair,245000,6,grey,automatic,SUV,clean,4wd,gas,6888.0
19,2008.0,subaru,legacy,gt,,good,150000,4,grey,automatic,,clean,fwd,gas,5500.0
20,2008.0,mbz,r320cdi,,,good,150000,6,,automatic,,clean,,diesel,6400.0
21,2013.0,Ford,f350,,,,47774,,,automatic,,clean,,gas,35000.0
22,2013.0,dodge,durango,,,excellent,38500,6,white,automatic,SUV,clean,rwd,gas,21000.0
23,2016.0,Ford,transit,,1FTYR2XM8GKA22131,good,138000,,red,automatic,van,clean,,gas,20000.0
24,2016.0,Mercedes,c-class,,,,33000,,,automatic,,clean,,gas,25000.0
25,2011.0,nissan,altima,,,,140234,4,,automatic,,clean,,gas,3800.0
26,2000.0,mercury,grand,marquis,,excellent,140000,8,,automatic,sedan,clean,rwd,gas,6900.0
27,2002.0,dodge,ram,1500,,,172,,,manual,,clean,,gas,5800.0
28,2003.0,Toyota,sequoia,,,good,159783,8,black,automatic,SUV,salvage,fwd,gas,4900.0
29,2014.0,nissan,altima,,,excellent,88000,4,grey,automatic,sedan,clean,4wd,gas,7500.0
30,2014.0,chevrolet,Camaro,SS,,excellent,29970,8,white,other,convertible,clean,rwd,gas,25500.0
32,2004.0,chevrolet,tahoe,,,,152000,,,automatic,,salvage,,gas,3500.0
33,2004.0,volkswagen,passat,,,good,139000,4,green,automatic,,clean,,gas,1200.0
34,2001.0,dodge,durango,,,fair,140000,4,white,automatic,SUV,clean,4wd,gas,1200.0
35,1999.0,Lexus,rx,300,,good,265000,6,,automatic,SUV,clean,fwd,gas,2500.0
36,2014.0,Honda,CRV,2WD,,excellent,120195,4,silver,automatic,hatchback,clean,,gas,11700.0
37,2013.0,Hyundai,Sonata,GLS,,good,77779,,black,automatic,sedan,clean,,gas,8000.0
38,2006.0,Toyota,Tacoma,,,good,129500,6,white,automatic,truck,clean,rwd,gas,15950.0
39,1968.0,Ford,mustang,,,good,130000,6,blue,automatic,coupe,clean,rwd,gas,21500.0
40,1998.0,Gmc,sierra,,,good,107000,8,blue,automatic,,clean,rwd,gas,8500.0
41,2004.0,Mazda,RX-8,,JM1FE173740100636,excellent,29239,other,yellow,manual,,clean,rwd,gas,10525.0
42,1993.0,Honda,accord,,,,300000,4,white,automatic,,missing,,gas,900.0
43,1967.0,Chevelle,SS,,,excellent,4333,8,red,manual,sedan,clean,rwd,gas,50000.0
44,2008.0,Honda,accord,,,good,114140,4,grey,automatic,,clean,fwd,gas,5500.0
45,1999.0,mercedes,benz,c300,,good,152000,6,white,automatic,convertible,clean,rwd,diesel,2000.0
46,2012.0,Ford,explorer,,,excellent,115000,,,automatic,,clean,,gas,13595.0
48,1997.0,chevrolet,1500,silverado,,fair,177000,8,white,automatic,truck,clean,rwd,gas,2900.0
49,2008.0,Hyundai,Elantra,,KMHDU46D78U556555,good,181634,4,grey,automatic,sedan,clean,rwd,gas,2950.0
50,2011.0,Toyota,Tacoma,,,good,108500,6,grey,automatic,truck,clean,4wd,gas,28888.0
51,2006.0,Toyota,Corolla,S,,good,178000,4,silver,automatic,sedan,clean,fwd,gas,4000.0
52,2019.0,Volkswagen,golf,,WVWKR7AUXKW902342,like,21000,other,custom,automatic,hatchback,clean,fwd,electric,18000.0
53,2017.0,Bmw,430i,convertible,,excellent,25800,4,white,automatic,convertible,clean,rwd,gas,33500.0
54,2006.0,Toyota,SOLARA,,4T1FA38P26U070885,good,204892,6,silver,automatic,convertible,clean,fwd,gas,4100.0
55,2007.0,Honda,CR-V,,,fair,182027,4,white,automatic,SUV,clean,fwd,gas,5999.0
56,2001.0,volkswagen,jetta,,,good,182000,4,white,manual,sedan,clean,fwd,gas,1000.0
57,2012.0,Kia,Soul,,,excellent,133000,4,,automatic,,clean,,gas,4500.0
58,1978.0,dodge,tradesman,200,,good,88000,8,white,automatic,,salvage,rwd,gas,4000.0
59,2012.0,Ford,fusion,sel,,good,98822,,black,automatic,sedan,clean,fwd,gas,7500.0
60,2014.0,Tesla,Model,S,,excellent,136000,,white,automatic,sedan,clean,rwd,electric,24000.0
62,2010.0,Bmw,328i,,,like,87500,6,white,automatic,sedan,clean,rwd,gas,9900.0
63,2003.0,Ford,f-250,super,,excellent,153273,,white,automatic,truck,clean,rwd,diesel,14500.0
64,2008.0,Honda,civic,si,,excellent,170000,,red,manual,,clean,,gas,6000.0
65,2009.0,Toyota,corolla,,,,165000,,,automatic,,salvage,,gas,3800.0
66,1998.0,Honda,passport,,,good,237000,6,,automatic,,clean,4wd,gas,1500.0
67,2016.0,Mazda,miata,mx-5,,good,60000,,,automatic,,clean,,gas,16500.0
68,2004.0,Toyota,sienna,xle,,excellent,160000,6,white,automatic,mini-van,clean,fwd,gas,5100.0
69,2007.0,Ford,f-150,,,good,143000,8,black,automatic,van,clean,rwd,gas,12900.0
70,2003.0,chevrolet,ssr,,,good,170000,8,red,automatic,truck,clean,rwd,gas,16000.0
71,2016.0,Mazda,mazda3,4-door,JM1BM1U74G1289172,excellent,72300,4,white,automatic,sedan,clean,fwd,gas,11300.0
72,2003.0,chrysler,town,&,,,116875,6,,automatic,mini-van,clean,fwd,gas,1900.0
