,year:,make:,model:,trim:,VIN:,condition:,odometer:,cylinders:,color:,transmission:,type:,status:,drive:,fuel:,price:
0,1968.0,vw,bug,,,,50000,,,manual,,clean,,gas,14000.0
1,2003.0,jaguar,s-type,,,excellent,102999,8,blue,automatic,sedan,salvage,rwd,gas,5300.0
2,2008.0,audi,a3,2.0t,,excellent,128000,4,black,automatic,hatchback,clean,,gas,6200.0
4,2011.0,toyota,prius,,,excellent,142,4,,automatic,hatchback,salvage,,gas,3900.0
5,2006.0,acura,rsx,,JH4DC54856S013389,good,138258,4,,automatic,,clean,,gas,4900.0
7,2019.0,toyota,tundra,,,excellent,16700,8,blue,automatic,truck,clean,4wd,gas,60000.0
8,2005.0,Volvo,V70R,,,good,192000,5,blue,automatic,wagon,clean,4wd,gas,2500.0
9,1978.0,Datsun,280z,,,good,50000,6,,manual,,clean,rwd,gas,5500.0
10,2003.0,bmw,325i,,,good,122786,4,blue,automatic,convertible,clean,fwd,gas,3200.0
11,1994.0,Honda,del,Sol,,excellent,170000,4,red,manual,coupe,clean,fwd,gas,6500.0
12,2013.0,kia,Soul,,,salvage,79109,4,silver,automatic,hatchback,clean,,gas,2500.0
13,2007.0,chevrolet,silverado,,,excellent,147000,8,,automatic,,clean,,gas,13000.0
14,1999.0,bmw,m3,convertible,WBSBK0338XEC40687,excellent,96800,6,red,automatic,convertible,clean,rwd,gas,11900.0
15,1996.0,mercedes,benz,,,good,216000,,blue,automatic,sedan,clean,,gas,3200.0
16,2006.0,Honda,Odyssey,EX,5FNRL38746B073853,excellent,2000000,6,grey,automatic,van,clean,fwd,gas,4200.0
17,2009.0,honda,fit,hatchback,JHMGE87239S021964,good,220000,4,silver,manual,hatchback,clean,fwd,gas,4500.0
18,2008.0,chevy,malibu,,1G1ZG57B484233979,like,89000,4,grey,automatic,sedan,clean,fwd,gas,5300.0
19,2008.0,dodge,durango,slt,1D8HD48N38F130525,good,160000,8,grey,automatic,SUV,clean,rwd,gas,4250.0
20,2005.0,bmw,5,series,WBANA53575B862888,good,240000,6,white,automatic,sedan,clean,rwd,gas,3950.0
21,2003.0,audi,a6,s-line,WAUCD64B84N065412,excellent,155000,4,,automatic,sedan,clean,rwd,gas,4250.0
22,2000.0,bmw,540i,m-sport,WBADN6349YGM68006,excellent,180000,8,silver,automatic,sedan,clean,rwd,gas,3950.0
23,2010.0,bmw,x5,3.0si,5UXFE4C52AL380645,good,150000,6,silver,automatic,SUV,clean,4wd,gas,6450.0
24,1937.0,Cheveorlet,master,deluxe,,excellent,44245,6,red,manual,sedan,clean,rwd,other,40.0
25,2005.0,honda,accord,lx,1HGCM55465A098299,excellent,195000,4,grey,manual,sedan,clean,fwd,gas,4250.0
26,2011.0,toyota,tundra,crewmax,,,164000,,,automatic,truck,clean,,gas,16900.0
27,2006.0,toyota,corolla,le,1NXBR30E96Z683101,good,205000,4,silver,manual,sedan,clean,fwd,gas,2950.0
28,2004.0,bmw,3,series,WBAEV33434KR26424,good,170000,6,silver,automatic,sedan,clean,rwd,gas,3450.0
29,2005.0,nissan,maxima,3.5,2G1WG5EK6B1284957,excellent,99000,6,silver,automatic,sedan,clean,fwd,gas,4950.0
30,2005.0,toyota,highlander,limited,JTEEP21AX50117334,excellent,199555,6,blue,automatic,SUV,clean,4wd,gas,5250.0
31,2007.0,kia,optima,,KNAGE123X75111808,good,110000,4,silver,automatic,sedan,clean,fwd,gas,4250.0
32,2003.0,toyota,corolla,le,1NXBR32E53Z006507,excellent,180000,4,blue,automatic,sedan,clean,fwd,gas,4950.0
33,2006.0,toyota,camry,le,4T1BE32K46U112193,excellent,190000,4,red,automatic,sedan,clean,fwd,gas,4500.0
34,2005.0,toyota,highlander,v6,JTEDP21A450057143,good,240000,6,silver,automatic,SUV,clean,fwd,gas,4250.0
35,2008.0,toyota,avalon,xle,4T1BK36BX8U260404,good,200000,6,silver,automatic,sedan,clean,fwd,gas,5450.0
36,2007.0,chrysler,town,&,,good,136820,6,grey,automatic,mini-van,clean,fwd,gas,4000.0
37,1977.0,chevrolet,corvette,,,like,50,8,blue,automatic,coupe,clean,rwd,gas,35000.0
38,1996.0,dodge,caravan,,,fair,210000,6,black,automatic,mini-van,clean,,gas,1000.0
39,2014.0,Audi,A6,,,like,38000,4,black,automatic,,clean,4wd,gas,23500.0
40,2018.0,mazda,cx-5,,,like,30200,4,white,automatic,SUV,clean,fwd,gas,22900.0
41,2010.0,volvo,xc60,,,like,77000,8,black,automatic,SUV,salvage,,gas,7500.0
42,2006.0,buick,lucerne,,,like,81000,6,blue,automatic,sedan,clean,fwd,gas,3300.0
43,2003.0,Ford,F-250,,1FTNX20S73EC43598,,200000,,,automatic,,clean,,gas,4250.0
44,2011.0,Toyota,Corolla,,,like,80000,4,,automatic,,clean,,gas,6850.0
45,2020.0,volkswagen,jetta,,,like,10567,4,silver,automatic,sedan,salvage,fwd,gas,14500.0
46,2012.0,vw,2012,gti,,salvage,141184,4,grey,manual,hatchback,salvage,fwd,gas,7500.0
47,2017.0,nissan,rogue,,,like,50000,4,white,automatic,SUV,salvage,fwd,gas,12000.0
48,2013.0,Nissan,Altima,2.5,,excellent,122000,4,black,manual,sedan,clean,fwd,gas,7000.0
49,2016.0,hyundai,sonata,,,excellent,112000,4,,automatic,,clean,fwd,gas,9800.0
50,2004.0,chrysler,crossfire,,,fair,130000,6,blue,automatic,coupe,clean,rwd,gas,1500.0
51,2006.0,Ford,Ranger,,,good,161000,4,,manual,,clean,,gas,6200.0
52,2015.0,gmc,sierra,1500,,excellent,77000,8,,automatic,,clean,rwd,gas,17500.0
53,2008.0,chevrolet,malibu,,,good,103000,,,automatic,,clean,,gas,4400.0
54,2001.0,chevrolet,lumina,,,good,63000,,,automatic,,clean,,gas,3400.0
55,2012.0,chevrolet,tahoe,,,excellent,158000,8,,automatic,,clean,,gas,13500.0
57,2000.0,nissan,pathfinder,,,good,149000,,,automatic,,clean,4wd,gas,4800.0
58,2018.0,Subaru,WRX,,,excellent,37000,4,,manual,sedan,clean,4wd,gas,23000.0
59,2014.0,jaguar,xkr,,,like,38000,8,white,automatic,coupe,clean,rwd,gas,45000.0
60,2007.0,honda,accord,,,good,192000,4,green,automatic,sedan,clean,fwd,gas,4000.0
61,2006.0,Toyota,4Runner,4WD,JTEBU14R968067777,,258000,,,automatic,,clean,,gas,10900.0
62,1994.0,Wheel,chair,van,1FMDA31X9RZB16118,,107000,,,automatic,,clean,,gas,3500.0
63,2005.0,Mazda,Tribute,,,good,73408,4,silver,automatic,SUV,clean,fwd,gas,4500.0
64,2016.0,Honda,Odyssey,EX-L,,good,46000,6,red,automatic,mini-van,clean,fwd,gas,25500.0
65,2005.0,honda,pilot,exl,2HKYF18595H566529,,176000,,,automatic,,clean,,gas,6200.0
66,1975.0,porsche,911,,,,100,,,manual,,clean,,gas,35000.0
67,1998.0,Ford,Econoline,E350,,excellent,151000,8,red,automatic,van,clean,rwd,diesel,29500.0
68,2011.0,toyota,corolla,,,excellent,155500,4,silver,automatic,sedan,clean,fwd,gas,6300.0
69,2007.0,bmw,x3,,,excellent,134000,6,silver,automatic,SUV,clean,4wd,gas,6900.0
70,2008.0,subaru,impreza,,,,125000,,,manual,,clean,,gas,6800.0
71,2004.0,toyota,camry,,,good,149252,6,grey,automatic,sedan,salvage,,gas,3700.0
72,1969.0,Jeep,Wagoneer,,,,96000,,,manual,,clean,,gas,9995.0
73,1996.0,Ford,E-350,,1FBJS31H8THB27917,good,85000,8,white,automatic,van,clean,rwd,gas,7000.0
74,2010.0,bmw,335i,convertible,,excellent,133000,6,white,automatic,convertible,clean,rwd,gas,11999.0
75,2008.0,toyota,prius,,,excellent,122600,4,white,automatic,sedan,clean,fwd,gas,6888.0
